MEXBRIT BRAZIL                                              ~MEXBRIT BRASIL CORRETORA DE RESSEGUROS  ~LTDA.                                   ~Avenida São Gabriel, 149                ~5º andar - Cj. 502                      ~01435-001                               ~ ~São Paulo                       ~BRA~   
MEXBRIT BRAZIL                                              ~MEXBRIT BRASIL CORRETORA DE RESSEGUROS  ~LTDA.                                   ~Avenida São Gabriel, 149                ~5º andar - Cj. 502                      ~01435-001                               ~ ~São Paulo                       ~BRA~   
MEXBRIT BRAZIL                                              ~MEXBRIT BRASIL CORRETORA DE RESSEGUROS  ~LTDA.                                   ~Avenida São Gabriel, 149                ~5º andar - Cj. 502                      ~01435-001                               ~ ~São Paulo                       ~BRA~   
MEXBRIT BRAZIL                                              ~MEXBRIT BRASIL CORRETORA DE RESSEGUROS  ~LTDA.                                   ~Avenida São Gabriel, 149                ~5º andar - Cj. 502                      ~01435-001                               ~ ~São Paulo                       ~BRA~   
GUY CARPENTER BRAZIL                                        ~GUY CARPENTER & COMPANY CORRETORA DE    ~RESSEGUROS LTDA.                        ~Rua da Quitanda, 86 – 2º andar - Sala   ~202                                     ~Rio de Janeiro 20091-005                ~20040-006~Rio de Janeiro                  ~BRA~   
TOKIO MARINE                                                ~TOKIO MARINE SEGURADORA S.A.            ~                                        ~Rua Sampaio Viana, 44 - Mezzanine       ~                                        ~04004-902 SP                            ~BO_0089~São Paulo                       ~BRA~   
TOKIO MARINE                                                ~TOKIO MARINE SEGURADORA S.A.            ~                                        ~Rua Sampaio Viana, 44 - Mezzanine       ~                                        ~04004-902 SP                            ~BO_0089~São Paulo                       ~BRA~   
GUY CARPENTER BRAZIL                                        ~GUY CARPENTER & COMPANY CORRETORA DE    ~RESSEGUROS LTDA.                        ~Rua da Quitanda, 86 – 2º andar - Sala   ~202                                     ~Rio de Janeiro 20091-005                ~20040-006~Rio de Janeiro                  ~BRA~   
TOKIO MARINE                                                ~TOKIO MARINE SEGURADORA S.A.            ~                                        ~Rua Sampaio Viana, 44 - Mezzanine       ~                                        ~04004-902 SP                            ~BO_0089~São Paulo                       ~BRA~   
SGL BRASIL RESSEGUROS                                       ~SCOR BRASIL RESSEGUROS                  ~SCOR GLOBAL LIFE                        ~Av. Paisagista Jose Silva de Azevedo    ~Neto, Bloco 4, Sala 404                 ~22775-056 Rio de Janeiro                ~ ~Rio de Janeiro                  ~BRA~   
GALLAGHER RE                                                ~GALLAGHER RE LATIN AMERICA CORRETORA DE ~RESSEGUROS LTDA                         ~Rua PEQUETITA 111 - SALA 6 109 ANDAR 1 2~3 4 6 7 8                               ~SAO PAULO 04552-060                     ~ ~SAO PAULO                       ~BRA~   
GALLAGHER RE                                                ~GALLAGHER RE LATIN AMERICA CORRETORA DE ~RESSEGUROS LTDA                         ~Rua PEQUETITA 111 - SALA 6 109 ANDAR 1 2~3 4 6 7 8                               ~SAO PAULO 04552-060                     ~ ~SAO PAULO                       ~BRA~   
GALLAGHER RE                                                ~GALLAGHER RE LATIN AMERICA CORRETORA DE ~RESSEGUROS LTDA                         ~Rua PEQUETITA 111 - SALA 6 109 ANDAR 1 2~3 4 6 7 8                               ~SAO PAULO 04552-060                     ~ ~SAO PAULO                       ~BRA~   
GUY CARPENTER BRAZIL                                        ~GUY CARPENTER & COMPANY CORRETORA DE    ~RESSEGUROS LTDA.                        ~Rua da Quitanda, 86 – 2º andar - Sala   ~202                                     ~Rio de Janeiro 20091-005                ~20040-006~Rio de Janeiro                  ~BRA~   
GALLAGHER RE                                                ~GALLAGHER RE LATIN AMERICA CORRETORA DE ~RESSEGUROS LTDA                         ~Rua PEQUETITA 111 - SALA 6 109 ANDAR 1 2~3 4 6 7 8                               ~SAO PAULO 04552-060                     ~ ~SAO PAULO                       ~BRA~   
GUY CARPENTER BRAZIL                                        ~GUY CARPENTER & COMPANY CORRETORA DE    ~RESSEGUROS LTDA.                        ~Rua da Quitanda, 86 – 2º andar - Sala   ~202                                     ~Rio de Janeiro 20091-005                ~20040-006~Rio de Janeiro                  ~BRA~   
GUY CARPENTER BRAZIL                                        ~GUY CARPENTER & COMPANY CORRETORA DE    ~RESSEGUROS LTDA.                        ~Rua da Quitanda, 86 – 2º andar - Sala   ~202                                     ~Rio de Janeiro 20091-005                ~20040-006~Rio de Janeiro                  ~BRA~   
GALLAGHER RE                                                ~GALLAGHER RE LATIN AMERICA CORRETORA DE ~RESSEGUROS LTDA                         ~Rua PEQUETITA 111 - SALA 6 109 ANDAR 1 2~3 4 6 7 8                               ~SAO PAULO 04552-060                     ~ ~SAO PAULO                       ~BRA~   
GUY CARPENTER BRAZIL                                        ~GUY CARPENTER & COMPANY CORRETORA DE    ~RESSEGUROS LTDA.                        ~Rua da Quitanda, 86 – 2º andar - Sala   ~202                                     ~Rio de Janeiro 20091-005                ~20040-006~Rio de Janeiro                  ~BRA~   
TOKIO MARINE                                                ~TOKIO MARINE SEGURADORA S.A.            ~                                        ~Rua Sampaio Viana, 44 - Mezzanine       ~                                        ~04004-902 SP                            ~BO_0089~São Paulo                       ~BRA~   
TOKIO MARINE                                                ~TOKIO MARINE SEGURADORA S.A.            ~                                        ~Rua Sampaio Viana, 44 - Mezzanine       ~                                        ~04004-902 SP                            ~BO_0089~São Paulo                       ~BRA~   
GALLAGHER RE                                                ~GALLAGHER RE LATIN AMERICA CORRETORA DE ~RESSEGUROS LTDA                         ~Rua PEQUETITA 111 - SALA 6 109 ANDAR 1 2~3 4 6 7 8                               ~SAO PAULO 04552-060                     ~ ~SAO PAULO                       ~BRA~   
GUY CARPENTER BRAZIL                                        ~GUY CARPENTER & COMPANY CORRETORA DE    ~RESSEGUROS LTDA.                        ~Rua da Quitanda, 86 – 2º andar - Sala   ~202                                     ~Rio de Janeiro 20091-005                ~20040-006~Rio de Janeiro                  ~BRA~   
GALLAGHER RE                                                ~GALLAGHER RE LATIN AMERICA CORRETORA DE ~RESSEGUROS LTDA                         ~Rua PEQUETITA 111 - SALA 6 109 ANDAR 1 2~3 4 6 7 8                               ~SAO PAULO 04552-060                     ~ ~SAO PAULO                       ~BRA~   
GUY CARPENTER BRAZIL                                        ~GUY CARPENTER & COMPANY CORRETORA DE    ~RESSEGUROS LTDA.                        ~Rua da Quitanda, 86 – 2º andar - Sala   ~202                                     ~Rio de Janeiro 20091-005                ~20040-006~Rio de Janeiro                  ~BRA~   
GUY CARPENTER BRAZIL                                        ~GUY CARPENTER & COMPANY CORRETORA DE    ~RESSEGUROS LTDA.                        ~Rua da Quitanda, 86 – 2º andar - Sala   ~202                                     ~Rio de Janeiro 20091-005                ~20040-006~Rio de Janeiro                  ~BRA~   
GUY CARPENTER BRAZIL                                        ~GUY CARPENTER & COMPANY CORRETORA DE    ~RESSEGUROS LTDA.                        ~Rua da Quitanda, 86 – 2º andar - Sala   ~202                                     ~Rio de Janeiro 20091-005                ~20040-006~Rio de Janeiro                  ~BRA~   
GUY CARPENTER BRAZIL                                        ~GUY CARPENTER & COMPANY CORRETORA DE    ~RESSEGUROS LTDA.                        ~Rua da Quitanda, 86 – 2º andar - Sala   ~202                                     ~Rio de Janeiro 20091-005                ~20040-006~Rio de Janeiro                  ~BRA~   
GALLAGHER RE                                                ~GALLAGHER RE LATIN AMERICA CORRETORA DE ~RESSEGUROS LTDA                         ~Rua PEQUETITA 111 - SALA 6 109 ANDAR 1 2~3 4 6 7 8                               ~SAO PAULO 04552-060                     ~ ~SAO PAULO                       ~BRA~   
GUY CARPENTER BRAZIL                                        ~GUY CARPENTER & COMPANY CORRETORA DE    ~RESSEGUROS LTDA.                        ~Rua da Quitanda, 86 – 2º andar - Sala   ~202                                     ~Rio de Janeiro 20091-005                ~20040-006~Rio de Janeiro                  ~BRA~   
GUY CARPENTER BRAZIL                                        ~GUY CARPENTER & COMPANY CORRETORA DE    ~RESSEGUROS LTDA.                        ~Rua da Quitanda, 86 – 2º andar - Sala   ~202                                     ~Rio de Janeiro 20091-005                ~20040-006~Rio de Janeiro                  ~BRA~   
GALLAGHER RE                                                ~GALLAGHER RE LATIN AMERICA CORRETORA DE ~RESSEGUROS LTDA                         ~Rua PEQUETITA 111 - SALA 6 109 ANDAR 1 2~3 4 6 7 8                               ~SAO PAULO 04552-060                     ~ ~SAO PAULO                       ~BRA~   
COL REP.OFFICE OF SGP&C                                     ~SCOR COLOMBIA REPRESENTATIVE OFFICE     ~OF SCOR GLOBAL P&C                      ~Edificio Torre Samsung, Carrera 7       ~No. 113-43 Piso 9, Oficinas 906         ~110111 Bogota                           ~035 45 878 SCOR CO~Bogota                          ~COL~   
COL REP.OFFICE OF SGP&C                                     ~SCOR COLOMBIA REPRESENTATIVE OFFICE     ~OF SCOR GLOBAL P&C                      ~Edificio Torre Samsung, Carrera 7       ~No. 113-43 Piso 9, Oficinas 906         ~110111 Bogota                           ~035 45 878 SCOR CO~Bogota                          ~COL~   
ALPER RE CORRETORA DE RES                                   ~ALPER RE (EX C6 SEG / SOM.US / COOPER   ~GAY)                                    ~RUA GILBERTO SABINO, 215 - 13 ANDAR     ~                                        ~São Paulo 05425-020                     ~ ~São Paulo                       ~BRA~   
LOCKTON                                                     ~LOCKTON RE BRASIL CORRETORA DE          ~RESSEGUROS LTDA                         ~Av. DAS NACOES UNIDAS 14171 - CONJ 1401 ~1402 1403 1404                          ~SAO PAULO 04794-000                     ~ ~SAO PAULO                       ~BRA~   
LOCKTON                                                     ~LOCKTON RE BRASIL CORRETORA DE          ~RESSEGUROS LTDA                         ~Av. DAS NACOES UNIDAS 14171 - CONJ 1401 ~1402 1403 1404                          ~SAO PAULO 04794-000                     ~ ~SAO PAULO                       ~BRA~   
MDS RE                                                      ~MDS-RE CORRETORA DE RESSEGUROS LTDA     ~                                        ~Rua SAO BENTO 1 - SALAS 2301 PARTE E    ~2302 PARTE                              ~RIO DE JANEIRO 20090-010                ~ ~RIO DE JANEIRO                  ~BRA~   
LATIN AMERICA RE BRAZIL                                     ~LATIN AMERICA RE ADMINISTRACAO E        ~CORRETORA DE RESSEGUROS LTDA            ~Rua Sérgio Buarque de Holanda, 605 –    ~Torre Ásia, sala 736 | Rio de Janeiro   ~Rio de Janeiro 22775-031                ~ ~Rio de Janeiro                  ~BRA~   
LOCKTON                                                     ~LOCKTON RE BRASIL CORRETORA DE          ~RESSEGUROS LTDA                         ~Av. DAS NACOES UNIDAS 14171 - CONJ 1401 ~1402 1403 1404                          ~SAO PAULO 04794-000                     ~ ~SAO PAULO                       ~BRA~   
AON BENFIELD BRASIL CORRE                                   ~AON BENFIELD BRASIL CORRETORA DE        ~RESSEGUROS LTDA                         ~R. TEÓFILO OTONI Nº 15 -10º ANDAR CENTRO~                                        ~RIO DE JANEIRO 20090-080                ~ ~RIO DE JANEIRO                  ~BRA~   
CMF BRASIL                                                  ~CARPENTER MARSH FAC BRASIL              ~                                        ~Av. MARIA COELHO AGUIAR 215 - BLOCO F   ~                                        ~SAO PAULO 05805-000                     ~05804-900~SAO PAULO                       ~BRA~   
AON BENFIELD BRASIL CORRE                                   ~AON BENFIELD BRASIL CORRETORA DE        ~RESSEGUROS LTDA                         ~R. TEÓFILO OTONI Nº 15 -10º ANDAR CENTRO~                                        ~RIO DE JANEIRO 20090-080                ~ ~RIO DE JANEIRO                  ~BRA~   
LATIN AMERICA RE Administração e Corretagem de Resseguros Lt~LATIN AMERICA RE ADMINISTRACAO E        ~CORRETORA DE RESSEGUROS LTDA            ~Rua Sérgio Buarque de Holanda, 605 –    ~Torre Ásia, sala 736 | Rio de Janeiro   ~Rio de Janeiro 22775-031                ~ ~Rio de Janeiro                  ~BRA~   
Aon Benfield Brasil Corretora de Resseguros Ltda            ~AON BENFIELD BRASIL CORRETORA DE        ~RESSEGUROS LTDA                         ~R. TEÓFILO OTONI Nº 15 -10º ANDAR CENTRO~                                        ~RIO DE JANEIRO 20090-080                ~ ~RIO DE JANEIRO                  ~BRA~   
MULTISAT                                                    ~MULTISAT SISTEMA DE GERENCIAMENTO DE    ~RISCOS LTDA                             ~Rua PEREIRA FRANCO 347 SALA             ~201/301/401/601                         ~PORTO ALEGRE (SAO JOAO ) 90240-520      ~ ~PORTO ALEGRE (SAO JOAO )        ~BRA~   
MDS RE                                                      ~MDS-RE CORRETORA DE RESSEGUROS LTDA     ~                                        ~Rua SAO BENTO 1 - SALAS 2301 PARTE E    ~2302 PARTE                              ~RIO DE JANEIRO 20090-010                ~ ~RIO DE JANEIRO                  ~BRA~   
AON BENFIELD BRASIL CORRE                                   ~AON BENFIELD BRASIL CORRETORA DE        ~RESSEGUROS LTDA                         ~R. TEÓFILO OTONI Nº 15 -10º ANDAR CENTRO~                                        ~RIO DE JANEIRO 20090-080                ~ ~RIO DE JANEIRO                  ~BRA~   
MDS RE                                                      ~MDS-RE CORRETORA DE RESSEGUROS LTDA     ~                                        ~Rua SAO BENTO 1 - SALAS 2301 PARTE E    ~2302 PARTE                              ~RIO DE JANEIRO 20090-010                ~ ~RIO DE JANEIRO                  ~BRA~   
MEXBRIT BRAZIL                                              ~MEXBRIT BRASIL CORRETORA DE RESSEGUROS  ~LTDA.                                   ~Avenida São Gabriel, 149                ~5º andar - Cj. 502                      ~01435-001                               ~ ~São Paulo                       ~BRA~   
MEXBRIT BRAZIL                                              ~MEXBRIT BRASIL CORRETORA DE RESSEGUROS  ~LTDA.                                   ~Avenida São Gabriel, 149                ~5º andar - Cj. 502                      ~01435-001                               ~ ~São Paulo                       ~BRA~   
MEXBRIT BRAZIL                                              ~MEXBRIT BRASIL CORRETORA DE RESSEGUROS  ~LTDA.                                   ~Avenida São Gabriel, 149                ~5º andar - Cj. 502                      ~01435-001                               ~ ~São Paulo                       ~BRA~   
MEXBRIT BRAZIL                                              ~MEXBRIT BRASIL CORRETORA DE RESSEGUROS  ~LTDA.                                   ~Avenida São Gabriel, 149                ~5º andar - Cj. 502                      ~01435-001                               ~ ~São Paulo                       ~BRA~   
MEXBRIT BRAZIL                                              ~MEXBRIT BRASIL CORRETORA DE RESSEGUROS  ~LTDA.                                   ~Avenida São Gabriel, 149                ~5º andar - Cj. 502                      ~01435-001                               ~ ~São Paulo                       ~BRA~   
GALLAGHER RE                                                ~GALLAGHER RE LATIN AMERICA CORRETORA DE ~RESSEGUROS LTDA                         ~Rua PEQUETITA 111 - SALA 6 109 ANDAR 1 2~3 4 6 7 8                               ~SAO PAULO 04552-060                     ~ ~SAO PAULO                       ~BRA~   
LOCKTON                                                     ~LOCKTON RE BRASIL CORRETORA DE          ~RESSEGUROS LTDA                         ~Av. DAS NACOES UNIDAS 14171 - CONJ 1401 ~1402 1403 1404                          ~SAO PAULO 04794-000                     ~ ~SAO PAULO                       ~BRA~   
WILLIS CORRETORA DE RESSE                                   ~WILLIS CORRETORA DE RESSEGUROS LTDA     ~                                        ~Av. PRESIDENTE WILSON 231 - SAL 502     ~                                        ~RIO DE JANEIRO 20030-021                ~20030-021~RIO DE JANEIRO                  ~BRA~   
WILLIS CORRETORA DE RESSE                                   ~WILLIS CORRETORA DE RESSEGUROS LTDA     ~                                        ~Av. PRESIDENTE WILSON 231 - SAL 502     ~                                        ~RIO DE JANEIRO 20030-021                ~20030-021~RIO DE JANEIRO                  ~BRA~   
MDS RE                                                      ~MDS-RE CORRETORA DE RESSEGUROS LTDA     ~                                        ~Rua SAO BENTO 1 - SALAS 2301 PARTE E    ~2302 PARTE                              ~RIO DE JANEIRO 20090-010                ~ ~RIO DE JANEIRO                  ~BRA~   
MDS RE                                                      ~MDS-RE CORRETORA DE RESSEGUROS LTDA     ~                                        ~Rua SAO BENTO 1 - SALAS 2301 PARTE E    ~2302 PARTE                              ~RIO DE JANEIRO 20090-010                ~ ~RIO DE JANEIRO                  ~BRA~   
MDS RE                                                      ~MDS-RE CORRETORA DE RESSEGUROS LTDA     ~                                        ~Rua SAO BENTO 1 - SALAS 2301 PARTE E    ~2302 PARTE                              ~RIO DE JANEIRO 20090-010                ~ ~RIO DE JANEIRO                  ~BRA~   
MDS RE                                                      ~MDS-RE CORRETORA DE RESSEGUROS LTDA     ~                                        ~Rua SAO BENTO 1 - SALAS 2301 PARTE E    ~2302 PARTE                              ~RIO DE JANEIRO 20090-010                ~ ~RIO DE JANEIRO                  ~BRA~   
MDS RE                                                      ~MDS-RE CORRETORA DE RESSEGUROS LTDA     ~                                        ~Rua SAO BENTO 1 - SALAS 2301 PARTE E    ~2302 PARTE                              ~RIO DE JANEIRO 20090-010                ~ ~RIO DE JANEIRO                  ~BRA~   
MDS RE                                                      ~MDS-RE CORRETORA DE RESSEGUROS LTDA     ~                                        ~Rua SAO BENTO 1 - SALAS 2301 PARTE E    ~2302 PARTE                              ~RIO DE JANEIRO 20090-010                ~ ~RIO DE JANEIRO                  ~BRA~   
ALPER RE CORRETORA DE RES                                   ~ALPER RE (EX C6 SEG / SOM.US / COOPER   ~GAY)                                    ~RUA GILBERTO SABINO, 215 - 13 ANDAR     ~                                        ~São Paulo 05425-020                     ~ ~São Paulo                       ~BRA~   
COL REP.OFFICE OF SGP&C                                     ~SCOR COLOMBIA REPRESENTATIVE OFFICE     ~OF SCOR GLOBAL P&C                      ~Edificio Torre Samsung, Carrera 7       ~No. 113-43 Piso 9, Oficinas 906         ~110111 Bogota                           ~035 45 878 SCOR CO~Bogota                          ~COL~   
COL REP.OFFICE OF SGP&C                                     ~SCOR COLOMBIA REPRESENTATIVE OFFICE     ~OF SCOR GLOBAL P&C                      ~Edificio Torre Samsung, Carrera 7       ~No. 113-43 Piso 9, Oficinas 906         ~110111 Bogota                           ~035 45 878 SCOR CO~Bogota                          ~COL~   
COL REP.OFFICE OF SGP&C                                     ~SCOR COLOMBIA REPRESENTATIVE OFFICE     ~OF SCOR GLOBAL P&C                      ~Edificio Torre Samsung, Carrera 7       ~No. 113-43 Piso 9, Oficinas 906         ~110111 Bogota                           ~035 45 878 SCOR CO~Bogota                          ~COL~   
COL REP.OFFICE OF SGP&C                                     ~SCOR COLOMBIA REPRESENTATIVE OFFICE     ~OF SCOR GLOBAL P&C                      ~Edificio Torre Samsung, Carrera 7       ~No. 113-43 Piso 9, Oficinas 906         ~110111 Bogota                           ~035 45 878 SCOR CO~Bogota                          ~COL~   
COL REP.OFFICE OF SGP&C                                     ~SCOR COLOMBIA REPRESENTATIVE OFFICE     ~OF SCOR GLOBAL P&C                      ~Edificio Torre Samsung, Carrera 7       ~No. 113-43 Piso 9, Oficinas 906         ~110111 Bogota                           ~035 45 878 SCOR CO~Bogota                          ~COL~   
MEXBRIT BRAZIL                                              ~MEXBRIT BRASIL CORRETORA DE RESSEGUROS  ~LTDA.                                   ~Avenida São Gabriel, 149                ~5º andar - Cj. 502                      ~01435-001                               ~ ~São Paulo                       ~BRA~   
GALLAGHER RE                                                ~GALLAGHER RE LATIN AMERICA CORRETORA DE ~RESSEGUROS LTDA                         ~Rua PEQUETITA 111 - SALA 6 109 ANDAR 1 2~3 4 6 7 8                               ~SAO PAULO 04552-060                     ~ ~SAO PAULO                       ~BRA~   
GUY CARPENTER BRAZIL                                        ~GUY CARPENTER & COMPANY CORRETORA DE    ~RESSEGUROS LTDA.                        ~Rua da Quitanda, 86 – 2º andar - Sala   ~202                                     ~Rio de Janeiro 20091-005                ~20040-006~Rio de Janeiro                  ~BRA~   
SGL BRASIL RESSEGUROS                                       ~SCOR BRASIL RESSEGUROS                  ~SCOR GLOBAL LIFE                        ~Av. Paisagista Jose Silva de Azevedo    ~Neto, Bloco 4, Sala 404                 ~22775-056 Rio de Janeiro                ~ ~Rio de Janeiro                  ~BRA~   
MEXBRIT BRAZIL                                              ~MEXBRIT BRASIL CORRETORA DE RESSEGUROS  ~LTDA.                                   ~Avenida São Gabriel, 149                ~5º andar - Cj. 502                      ~01435-001                               ~ ~São Paulo                       ~BRA~   
GALLAGHER RE                                                ~GALLAGHER RE LATIN AMERICA CORRETORA DE ~RESSEGUROS LTDA                         ~RUA MANOEL DA NÓBREGA, 1280 - 10. ANDAR ~- PARAISO                               ~São Paulo, SP 04001-902                 ~ ~SAO PAULO                       ~BRA~   
GALLAGHER RE                                                ~GALLAGHER RE LATIN AMERICA CORRETORA DE ~RESSEGUROS LTDA                         ~RUA MANOEL DA NÓBREGA, 1280 - 10. ANDAR ~- PARAISO                               ~São Paulo, SP 04001-902                 ~ ~SAO PAULO                       ~BRA~   
GALLAGHER RE                                                ~GALLAGHER RE LATIN AMERICA CORRETORA DE ~RESSEGUROS LTDA                         ~Rua PEQUETITA 111 - SALA 6 109 ANDAR 1 2~3 4 6 7 8                               ~SAO PAULO 04552-060                     ~ ~SAO PAULO                       ~BRA~   
SOMPO CONSUMER SEGURADORA                                   ~SOMPO CONSUMER SEGURADORA S/A           ~                                        ~AVENIDA DAS NAÇÕES UNIDAS, 14.261 CONJ. ~2301A ALA A WT MORUM - VILA GERTRUDES   ~SAO PAULO 04012-911                     ~ ~SAO PAULO                       ~BRA~   
GALLAGHER RE                                                ~GALLAGHER RE LATIN AMERICA CORRETORA DE ~RESSEGUROS LTDA                         ~Rua PEQUETITA 111 - SALA 6 109 ANDAR 1 2~3 4 6 7 8                               ~SAO PAULO 04552-060                     ~ ~SAO PAULO                       ~BRA~   
LATIN AMERICA RE BRAZIL                                     ~LATIN AMERICA RE ADMINISTRACAO E        ~CORRETORA DE RESSEGUROS LTDA            ~Rua Sérgio Buarque de Holanda, 605 –    ~Torre Ásia, sala 736 | Rio de Janeiro   ~Rio de Janeiro 22775-031                ~ ~Rio de Janeiro                  ~BRA~   
ALPER RE CORRETORA DE RES                                   ~ALPER RE (EX C6 SEG / SOM.US / COOPER   ~GAY)                                    ~RUA GILBERTO SABINO, 215 - 13 ANDAR     ~                                        ~São Paulo 05425-020                     ~ ~São Paulo                       ~BRA~   
GALLAGHER RE                                                ~GALLAGHER RE LATIN AMERICA CORRETORA DE ~RESSEGUROS LTDA                         ~Rua PEQUETITA 111 - SALA 6 109 ANDAR 1 2~3 4 6 7 8                               ~SAO PAULO 04552-060                     ~ ~SAO PAULO                       ~BRA~   
GALLAGHER RE                                                ~GALLAGHER RE LATIN AMERICA CORRETORA DE ~RESSEGUROS LTDA                         ~Rua PEQUETITA 111 - SALA 6 109 ANDAR 1 2~3 4 6 7 8                               ~SAO PAULO 04552-060                     ~ ~SAO PAULO                       ~BRA~   
GALLAGHER RE                                                ~GALLAGHER RE LATIN AMERICA CORRETORA DE ~RESSEGUROS LTDA                         ~Rua PEQUETITA 111 - SALA 6 109 ANDAR 1 2~3 4 6 7 8                               ~SAO PAULO 04552-060                     ~ ~SAO PAULO                       ~BRA~   
MDS RE                                                      ~MDS-RE CORRETORA DE RESSEGUROS LTDA     ~                                        ~Rua SAO BENTO 1 - SALAS 2301 PARTE E    ~2302 PARTE                              ~RIO DE JANEIRO 20090-010                ~ ~RIO DE JANEIRO                  ~BRA~   
GALLAGHER RE                                                ~GALLAGHER RE LATIN AMERICA CORRETORA DE ~RESSEGUROS LTDA                         ~Rua PEQUETITA 111 - SALA 6 109 ANDAR 1 2~3 4 6 7 8                               ~SAO PAULO 04552-060                     ~ ~SAO PAULO                       ~BRA~   
GUY CARPENTER BRAZIL                                        ~GUY CARPENTER & COMPANY CORRETORA DE    ~RESSEGUROS LTDA.                        ~Rua da Quitanda, 86 – 2º andar - Sala   ~202                                     ~Rio de Janeiro 20091-005                ~20040-006~Rio de Janeiro                  ~BRA~   
GUY CARPENTER & CIA                                         ~GUY CARPENTER & CIA. S.A.               ~                                        ~Paseo de la Castellana, 216 - Planta 22 ~Puerta de Europa                        ~28046 MADRID                            ~28046~MADRID                          ~ESP~   
GUY CARPENTER & CIA                                         ~GUY CARPENTER & CIA. S.A.               ~                                        ~Paseo de la Castellana, 216 - Planta 22 ~Puerta de Europa                        ~28046 MADRID                            ~28046~MADRID                          ~ESP~   
ALLIANZ                                                     ~ALLIANZ SEGUROS S.A.                    ~                                        ~Rua Eugênio de Medeiros, 303 - Pinheiros~                                        ~São Paulo 05425-000                     ~ ~São Paulo                       ~BRA~   
ESSOR SEGUROS S.A.                                          ~ESSOR SEGUROS S.A.                      ~                                        ~Visconde de Inhauma, 83 - 18 Andar e    ~Mezanino - Centro                       ~Rio de Janeiro 20091-007                ~ ~Rio de Janeiro                  ~BRA~   
ESSOR SEGUROS S.A.                                          ~ESSOR SEGUROS S.A.                      ~                                        ~Visconde de Inhauma, 83 - 18 Andar e    ~Mezanino - Centro                       ~Rio de Janeiro 20091-007                ~ ~Rio de Janeiro                  ~BRA~   
ESSOR SEGUROS S.A.                                          ~ESSOR SEGUROS S.A.                      ~                                        ~Visconde de Inhauma, 83 - 18 Andar e    ~Mezanino - Centro                       ~Rio de Janeiro 20091-007                ~ ~Rio de Janeiro                  ~BRA~   
ESSOR SEGUROS S.A.                                          ~ESSOR SEGUROS S.A.                      ~                                        ~Visconde de Inhauma, 83 - 18 Andar e    ~Mezanino - Centro                       ~Rio de Janeiro 20091-007                ~ ~Rio de Janeiro                  ~BRA~   
ESSOR                                                       ~ESSOR SEGUROS S.A.                      ~                                        ~Visconde de Inhauma, 83 - 18 Andar e    ~Mezanino - Centro                       ~Rio de Janeiro 20091-007                ~ ~Rio de Janeiro                  ~BRA~   
ESSOR                                                       ~ESSOR SEGUROS S.A.                      ~                                        ~Visconde de Inhauma, 83 - 18 Andar e    ~Mezanino - Centro                       ~Rio de Janeiro 20091-007                ~ ~Rio de Janeiro                  ~BRA~   
SCOR REINSURANCE CO.                                        ~SCOR REINSURANCE COMPANY                ~                                        ~28 Liberty Street, Suite 5400           ~                                        ~New York, NY 10005                      ~10005~New York                        ~USA~NY 
SCOR REINSURANCE CO.                                        ~SCOR REINSURANCE COMPANY                ~                                        ~28 Liberty Street, Suite 5400           ~                                        ~New York, NY 10005                      ~10005~New York                        ~USA~NY 
SCOR REINSURANCE CO.                                        ~SCOR REINSURANCE COMPANY                ~                                        ~28 Liberty Street, Suite 5400           ~                                        ~New York, NY 10005                      ~10005~New York                        ~USA~NY 
SCOR REINSURANCE CO.                                        ~SCOR REINSURANCE COMPANY                ~                                        ~28 Liberty Street, Suite 5400           ~                                        ~New York, NY 10005                      ~10005~New York                        ~USA~NY 
SCOR GLOBAL P&C SE                                          ~SGP&C SE HEAD OFFICE                    ~                                        ~5 avenue Kléber                         ~                                        ~75016 PARIS                             ~75016~PARIS                           ~FRA~   
SCOR GLOBAL P&C SE                                          ~SGP&C SE HEAD OFFICE                    ~                                        ~5 avenue Kléber                         ~                                        ~75016 PARIS                             ~75016~PARIS                           ~FRA~   
SCOR GLOBAL P&C SE                                          ~SCOR SE PC SEGMENT                      ~                                        ~5 avenue Kléber                         ~                                        ~75016 PARIS                             ~75016~PARIS                           ~FRA~   
SCOR GLOBAL P&C SE                                          ~SGP&C SE HEAD OFFICE                    ~                                        ~5 avenue Kléber                         ~                                        ~75016 PARIS                             ~75016~PARIS                           ~FRA~   
SCOR GLOBAL P&C SE                                          ~SGP&C SE HEAD OFFICE                    ~                                        ~5 avenue Kléber                         ~                                        ~75016 PARIS                             ~75016~PARIS                           ~FRA~   
SCOR GLOBAL P&C SE                                          ~SGP&C SE HEAD OFFICE                    ~                                        ~5 avenue Kléber                         ~                                        ~75016 PARIS                             ~75016~PARIS                           ~FRA~   
SCOR GLOBAL P&C SE                                          ~SGP&C SE HEAD OFFICE                    ~                                        ~5 avenue Kléber                         ~                                        ~75016 PARIS                             ~75016~PARIS                           ~FRA~   
SCOR GLOBAL P&C SE                                          ~SGP&C SE HEAD OFFICE                    ~                                        ~5 avenue Kléber                         ~                                        ~75016 PARIS                             ~75016~PARIS                           ~FRA~   
SCOR GLOBAL P&C SE                                          ~SGP&C SE HEAD OFFICE                    ~                                        ~5 avenue Kléber                         ~                                        ~75016 PARIS                             ~75016~PARIS                           ~FRA~   
